,kepid,ra_kic,dec_kic,source_id,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot,angdist,kepler_gaia_ang_dist,pm_corrected,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_mag_diff,KIC,Teff,log(g),Mass,PRot,e_PRot,Rper,LPH,w,DC,Flag,heritage,f3_std
940,9713353,293.11978,46.412682,2128270751758444160,1628884391,293.12012939411704,46.41297102539869,6.637494509037799,0.015248992,435.27432,61.62424006830345,0.018742854,60.4216407148523,0.021067085,31,,,1,0,1.0651641,3353.1895,14.412956,424.88544,15.409106,1321.2086,13.42234,1.3379744,1.9867659,-70.84093,2.4589136,19,8.978233,,,NOT_AVAILABLE,78.85472387452103,12.766724297973235,False,False,0,True,True,False,False,False,False,True,False,,,,,,,1.3545035838004988,0.13980128344823847,True,2MASS J19322874+4624456,14.455,3678,66,-81,PHO2,4.848,0.06,-0.049,PHO2,-0.3,0.2,-0.2,PHO2,0.41,0.048,-0.058,0.433,0.042,-0.063,DSEP,0,0,0,12.218,11.578,11.373,none,-0.04204376220703132,9713353.0,3678.0,4.85,0.4189,22.696,0.063,7318.82,1.098,0.6376,1.0,---,1.0,0.003404517037523185
941,9715357,293.9418,46.453671,2128171349035742080,803106433,293.9419074376039,46.45356852587903,2.0637478308824466,0.054755546,37.69021,5.318094242849316,0.064925686,-6.004839045704758,0.07144718,31,,,0,0,1.0357004,1356.8384,17.217857,79.705696,18.271414,256.00253,16.20847,1.3413337,2.0629444,,,16959,,,,NOT_AVAILABLE,79.14971805129379,12.277348838184706,False,False,0,True,False,False,False,False,True,True,False,3854.815,4.6887,-0.1773,498.4867,0.4222,0.2382,0.4550782121915241,0.3276174427893649,True,2MASS J19354604+4627128,17.381,3635,102,-128,PHO54,4.906,0.11,-0.09,PHO54,-0.42,0.3,-0.3,PHO54,0.358,0.08,-0.088,0.377,0.075,-0.113,DSEP,0,0,0,14.873,14.255,13.983,none,-0.16314263916015648,,,,,,,,,,,,,0.0051780737433455805
942,9716218,294.27039,46.45166,2128145476152887936,343220259,294.27042681700027,46.45175188722901,1.0463829173375125,0.046884935,22.318106,2.130670213386152,0.050201137,19.72965439787317,0.06674777,31,,,0,0,1.079111,1656.1398,16.866632,114.13832,17.850126,321.3378,15.894773,1.3234203,1.9553537,,,16959,,,,NOT_AVAILABLE,79.25227292372328,12.07441789498122,False,False,0,True,False,False,False,False,True,True,False,4155.4517,4.3832,0.165,828.7452,0.5765,0.3158,0.34316666767915777,0.05918936610947138,True,2MASS J19370489+4627059,16.956,3689,59,-74,PHO2,4.877,0.041,-0.045,PHO2,-0.4,0.1,-0.1,PHO2,0.39,0.036,-0.04,0.418,0.03,-0.047,DSEP,0,0,0,14.644,14.041,13.846,none,-0.08936753845214795,,,,,,,,,,,,,0.00651806058656541
943,9716700,294.46185,46.492119,2128135060852287360,1657516420,294.4618233988272,46.49201425672815,1.0201859220621263,0.070566274,14.457132,6.317949925096327,0.0737035,-3.437932695307176,0.094618075,31,,,0,0,1.0243345,1085.8518,17.506557,61.17261,18.56119,246.72827,16.48885,1.3492645,2.07234,,,16959,,,,NOT_AVAILABLE,79.34999034437192,11.975107898468979,False,False,0,True,False,False,False,False,True,True,False,3596.8455,4.232,-0.6182,796.4536,0.2385,0.1347,0.38279605945885836,0.36279865495997,True,2MASS J19375082+4629311,17.792,3649,122,-111,PHO54,5.043,0.085,-0.104,PHO54,-0.98,0.3,-0.25,PHO54,0.242,0.081,-0.054,0.237,0.099,-0.058,DSEP,0,0,0,15.12,14.496,14.265,none,-0.2854425354003922,,,,,,,,,,,,,0.008136068761758904
944,9716740,294.47342,46.456451,2128134579815858048,764519736,294.4735272083101,46.45665390682104,0.77061721507522,0.54219794,1.421284,-8.825566636214408,0.5914359,-10.275884808436526,0.7086018,95,1.4264286,0.13631178,10,0,7.5567555,235.56087,17.779848,54.812405,18.652496,191.05379,16.454536,1.7513576,2.19796,,,16959,,,,NOT_AVAILABLE,79.32151800879056,11.951881183670002,False,False,0,False,False,False,False,False,False,True,False,,,,,,,0.7773493604595513,0.9831233930862391,True,2MASS J19375365+4627239,16.883,3424,112,-102,PHO54,4.992,0.105,-0.105,PHO54,-0.24,0.3,-0.25,PHO54,0.272,0.092,-0.075,0.264,0.106,-0.087,DSEP,0,0,0,15.057,14.373,14.115,none,0.8968480987548837,,,,,,,,,,,,,0.0017454510925115072
945,9726785,297.80862,46.482422,2080285659142344576,1372770029,297.8085888638017,46.482243038421224,6.12180112466837,0.017252307,354.83957,-2.027144263907365,0.019424936,-33.81211541636297,0.022257542,31,,,0,0,0.9649822,3079.5854,14.772788,547.86005,15.808467,1194.6123,13.763552,1.3457472,2.0449152,2.2588155,7.034568,13,5.062302,,,VARIABLE,80.44605432775279,9.937631976919736,False,False,0,True,True,False,True,False,False,True,False,,,,,,,0.6488684955256855,0.11254622514644616,True,2MASS J19511406+4628567,14.795,3665,65,-73,PHO2,4.831,0.045,-0.04,PHO2,-0.2,0.1,-0.1,PHO2,0.427,0.034,-0.045,0.45,0.032,-0.046,DSEP,0,0,0,12.503,11.866,11.66,none,-0.022211952209472585,9726785.0,3670.0,4.83,0.4159,40.15,0.102,9518.41,0.884,0.4948,1.0,---,1.0,
946,9752846,282.11392,46.546371,2119133874549879936,231536975,282.11384559209745,46.54635101935837,,,,,,,,3,,,33,0,,92.5895,16.587318,121.58984,17.49711,531.783,15.261546,1.7410442,2.2355642,,,16959,,,,NOT_AVAILABLE,75.9626305693019,19.81464054654819,False,False,0,True,False,False,False,False,False,False,False,,,,,,,0.1977753798735795,0.1977753798735795,False,2MASS J18482734+4632469,16.362,3435,41,-46,PHO2,5.0,0.031,-0.054,PHO2,-0.2,0.1,-0.1,PHO2,0.28,0.04,-0.033,0.286,0.04,-0.044,DSEP,0,0,0,13.875,13.283,13.049,none,0.22531842041015793,,,,,,,,,,,,,0.008071631612048822
947,9758864,285.74191,46.50964,2130573816299596928,1127295620,285.7416810876677,46.509246278018445,6.060103975372918,0.028979626,209.11603,-34.42320105852973,0.03418736,-92.64654756783688,0.033893805,31,,,0,0,1.0183192,2114.367,15.868355,171.5381,17.075804,607.9126,14.781198,1.38421,2.2946062,,,16959,,,,NOT_AVAILABLE,76.83128917735637,17.458220735555738,False,False,0,True,False,False,False,False,True,True,False,3582.7747,4.8269,-0.3849,164.4245,0.3564,0.2139,1.5266613926939894,0.06698115496099992,True,2MASS J19025805+4630347,15.863,3490,63,-70,PHO2,4.869,0.054,-0.036,PHO2,0.0,0.1,-0.1,PHO2,0.38,0.039,-0.048,0.391,0.046,-0.061,DSEP,0,0,0,13.361,12.863,12.586,none,0.005354797363281705,9758864.0,3484.0,4.87,0.3487,60.044,12.463,2852.26,0.597,0.2975,1.0,---,1.0,0.004067767447846253
948,9760292,286.60172,46.517899,2130539387842169216,1170093284,286.60179502017354,46.51785435407438,3.561005098190491,0.068137065,52.26238,11.107922671360232,0.08154316,-6.882220701173885,0.0786119,31,,,9,0,3.0030806,1409.2806,15.459594,165.7569,16.491814,414.13782,14.389887,1.4077163,2.1019268,-53.65111,8.850475,13,2.8511877,,,NOT_AVAILABLE,77.06737045363684,16.91089433924221,False,False,0,True,False,False,False,False,True,True,False,3775.1096,4.4906,-0.2579,280.2041,0.4088,0.2351,0.24570479396870176,0.05125722115270544,True,2MASS J19062440+4631044,15.382,3642,54,-59,PHO2,4.81,0.044,-0.028,PHO2,-0.1,0.1,-0.1,PHO2,0.441,0.03,-0.038,0.457,0.031,-0.038,DSEP,0,0,0,13.022,12.382,12.162,none,0.07759377288818392,9760292.0,3642.0,4.82,0.4056,46.212,0.874,,0.32,0.1758,1.0,,2.0,0.006086018070224917
949,9767459,290.50214,46.544338,2127619011942408448,870389032,290.50211965885336,46.54419647414926,1.9526612336275817,0.04285624,45.563057,0.9549617748210819,0.049177397,-28.79112262335164,0.052299783,31,,,0,0,0.9220459,1385.5366,16.786594,103.109436,17.800997,349.8256,15.798762,1.330461,2.0022345,,,16959,,,,NOT_AVAILABLE,78.18595914766671,14.453337064894484,False,False,0,True,False,False,False,False,True,True,False,4151.072,4.5511,0.3333,625.4247,0.6524,0.3601,0.5119764653066905,0.08181784156857684,True,2MASS J19220051+4632396,16.853,3573,37,-48,PHO2,4.994,0.028,-0.048,PHO2,-0.5,0.1,-0.1,PHO2,0.296,0.032,-0.029,0.315,0.03,-0.045,DSEP,0,0,0,14.472,13.848,13.625,none,-0.06640560913086091,,,,,,,,,,,,,0.0079140296508293
950,9775253,293.79739,46.56179,2128175953241228288,1006748242,293.79744790885115,46.561650124905086,2.232442289797605,0.034290373,65.10406,12.321164644265487,0.03837477,-13.885771297106881,0.042308442,31,,,0,0,1.0086228,1381.1871,16.35016,143.68292,17.426826,361.00394,15.3196,1.3565485,2.1072264,,,16959,,,,VARIABLE,79.20311679551325,12.41462947052163,False,False,0,True,False,False,True,False,True,True,False,3854.5442,4.5098,-0.0035,443.5559,0.4817,0.274,0.5235543736563727,0.28647507223401086,True,2MASS J19351136+4633422,16.705,3695,114,-152,PHO54,4.773,0.105,-0.053,PHO54,0.0,0.25,-0.35,PHO54,0.483,0.056,-0.104,0.504,0.056,-0.105,DSEP,0,1,1,14.005,13.34,13.147,cand,-0.3548394012451155,,,,,,,,,,,,,0.02608099997403375
951,9775267,293.80243,46.533272,2128175364823956480,1046546435,293.8027584533356,46.533382051440924,3.675320807404894,0.044583403,82.43697,40.593553378760014,0.050303955,27.01327929245891,0.056336887,31,,,0,0,1.0969664,1529.1666,16.723593,126.43943,17.899319,529.89575,15.652818,1.3741255,2.246501,,,16959,,,,VARIABLE,79.17889077853788,12.398735600765654,False,False,0,True,False,False,True,False,True,True,False,3665.4934,4.8324,-0.3608,263.4494,0.4599,0.27,0.9047854305687268,0.16784982472232965,True,2MASS J19351258+4631597,16.666,3608,79,-72,PHO2,4.793,0.05,-0.032,PHO2,0.02,0.2,-0.15,PHO2,0.452,0.04,-0.045,0.463,0.043,-0.043,DSEP,0,0,0,14.281,13.683,13.434,none,0.05759275817871057,,,,,,,,,,,,,0.004252571207958131
952,9775634,293.96097,46.572201,2128173818637406464,1429733811,293.96094739766085,46.572046143710764,1.9272755555359813,0.07769008,24.807228,-4.597886050103491,0.09043397,-12.104644363082372,0.095897034,31,,,0,0,0.94300115,973.14056,17.893042,38.754574,19.135271,181.34048,16.792465,1.39094,2.3428059,,,16959,,,,NOT_AVAILABLE,79.26412181406683,12.318751758073429,False,False,0,False,False,False,False,False,True,True,False,3580.9478,4.8014,-0.1524,460.9584,0.3395,0.2064,0.5602818304306687,0.36423527447338827,True,2MASS J19355064+4634194,18.23,3599,114,-139,PHO54,4.782,0.112,-0.048,PHO54,0.14,0.2,-0.3,PHO54,0.47,0.05,-0.109,0.488,0.058,-0.116,DSEP,0,0,0,15.347,14.804,14.444,none,-0.336958389282227,,,,,,,,,,,,,0.009833138790295695
953,9775684,293.97653,46.508312,2128173032662956032,665483771,293.9765933971391,46.508222712805164,1.3218525751095227,0.052739963,25.063587,11.000442477951825,0.058761816,-4.333910907423984,0.06483305,31,,,0,0,0.9779868,1203.0505,17.220686,84.06629,18.408163,390.03806,16.147818,1.3736589,2.2603455,,,16959,,,,NOT_AVAILABLE,79.21067373165361,12.280513173900806,False,False,0,True,False,False,False,False,False,True,False,3639.8845,4.3908,-0.2645,624.1744,0.3757,0.2233,0.35776191375961164,0.252800996082846,True,2MASS J19355436+4630295,17.699,3563,100,-125,PHO54,4.864,0.114,-0.076,PHO54,-0.16,0.25,-0.3,PHO54,0.385,0.072,-0.099,0.397,0.077,-0.116,DSEP,0,0,0,14.741,14.093,13.926,none,-0.47831404113769693,,,,,,,,,,,,,0.0061569789511262225
954,9775823,294.02798,46.519604,2128126161680130176,584114970,294.02804027536246,46.51956841048225,1.6197087917782471,0.09844287,16.453287,4.571790996920644,0.11219684,1.8939060127916976,0.115846165,31,,,0,0,1.0064204,820.21466,18.193394,32.18597,19.441387,124.271286,17.107811,1.3738071,2.3335762,,,16959,,,,NOT_AVAILABLE,79.23731150127769,12.253967444132329,False,False,0,False,False,False,False,False,True,True,False,3616.5486,4.2984,-0.4647,1002.8676,0.3945,0.2361,0.19674788199516602,0.17578237748269268,True,2MASS J19360671+4631103,18.742,3661,114,-139,PHO54,4.772,0.112,-0.048,PHO54,0.04,0.25,-0.35,PHO54,0.478,0.056,-0.104,0.495,0.06,-0.111,DSEP,0,0,0,15.567,15.049,14.55,none,-0.5486062927246103,,,,,,,,,,,,,0.006698222945039419
955,9776188,294.1553,46.544838,2128149221364359424,498331368,294.1553640166247,46.54476030390585,1.555416984833244,0.076511286,20.329248,-9.186028013719008,0.083380036,-0.2660695851329059,0.08927307,31,,,1,0,1.0368817,973.43066,17.812895,42.116135,19.070538,189.81122,16.709175,1.391047,2.3613625,,,16959,,,,NOT_AVAILABLE,79.30063737130695,12.18706074743541,False,False,0,False,False,False,False,False,True,True,False,3623.8345,4.3493,-0.6643,676.0899,0.5585,0.3296,0.32149648095188266,0.4113299927153473,True,2MASS J19363730+4632411,18.135,3574,110,-135,PHO54,4.77,0.112,-0.037,PHO54,0.22,0.2,-0.3,PHO54,0.477,0.046,-0.115,0.489,0.049,-0.113,DSEP,0,0,0,15.208,14.718,14.215,none,-0.3221051788330094,,,,,,,,,,,,,0.013895676909017362
956,9776222,294.16519,46.569775,2128149629381593600,699588042,294.1653112164159,46.57003288460815,2.4175319634876784,0.07447084,32.4628,5.868187139521256,0.08284001,10.374375513116682,0.084444046,31,,,0,0,0.98580456,1040.5349,17.758514,35.78886,19.066086,228.0096,16.654474,1.3811554,2.4116116,,,16959,,,,NOT_AVAILABLE,79.32687409634597,12.192334532534849,False,False,0,False,False,False,False,False,False,True,False,,,,,,,0.975651692169888,0.7897627362831893,True,2MASS J19363966+4634121,18.053,3415,112,-102,PHO54,5.019,0.11,-0.11,PHO54,-0.28,0.3,-0.25,PHO54,0.255,0.097,-0.064,0.247,0.116,-0.077,DSEP,0,0,0,15.118,14.574,14.28,none,-0.2944855957031258,,,,,,,,,,,,,0.002787039610120731
957,9776571,294.28064,46.506004,2128146090328337152,1434549962,294.2806830756025,46.505863570023756,1.888914422668632,0.07390223,25.55964,-0.001620710952403126,0.07786803,-2.5010261179460986,0.09209179,31,,,1,0,0.98905474,1063.7759,17.702127,47.86743,18.933132,206.119,16.611452,1.38281,2.32168,,,16959,,,,NOT_AVAILABLE,79.3049051806502,12.092561621852175,False,False,0,False,False,False,False,False,True,True,False,3644.7434,4.5997,-0.3307,555.4417,0.4773,0.2838,0.5166920014372072,0.47761599491181256,True,2MASS J19370735+4630211,18.11,3577,112,-137,PHO54,4.828,0.108,-0.063,PHO54,0.0,0.25,-0.3,PHO54,0.427,0.071,-0.106,0.448,0.066,-0.122,DSEP,0,0,0,15.146,14.526,14.344,none,-0.40787254333496037,,,,,,,,,,,,,0.01240071664171156
958,9776935,294.41556,46.599701,2128153207094147712,940343362,294.41549256137154,46.59966289972036,3.3136263607898964,0.05273139,62.839733,1.8384228114223693,0.056852896,-7.804868515598811,0.07464271,95,1.3310215,0.014332936,31,0,1.3656328,1013.35583,16.11818,172.78764,16.54308,414.59528,14.385621,2.566389,2.1574583,,,16959,,,,NOT_AVAILABLE,79.43333168964796,12.052300910813399,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.21596110436887828,0.19661021704381437,True,2MASS J19373973+4635589,15.438,3546,48,-53,PHO2,4.867,0.038,-0.031,PHO2,-0.1,0.1,-0.1,PHO2,0.386,0.032,-0.035,0.402,0.035,-0.042,DSEP,0,0,0,13.031,12.388,12.166,none,0.6801793212890619,9776935.0,3550.0,4.88,0.3721,27.698,1.57,3800.81,0.826,0.5155,1.0,---,1.0,0.003918165660002492
959,9777360,294.56995,46.582001,2128140798928865536,1503562118,294.56994010268494,46.581999694439396,1.329717788829771,0.48356903,2.7497993,-1.798280830108112,0.5228689,5.238252482568813,0.6728845,31,,,7,0,4.416301,101.101974,17.894382,53.405636,18.906145,186.02437,16.59521,1.6783794,2.310936,,,16959,,,,NOT_AVAILABLE,79.46646278850206,11.949700613411952,False,False,0,False,False,False,False,False,False,True,False,,,,,,,0.024936227870331472,0.0886156333330244,True,2MASS J19381679+4634552,17.479,3595,114,-139,KIC0,4.724,0.104,-0.026,KIC0,0.48,0.05,-0.3,KIC0,0.523,0.034,-0.102,0.528,0.036,-0.1,DSEP,0,0,0,15.197,14.497,14.166,none,0.4153824768066414,,,,,,,,,,,,,0.008516549347012693
960,9777975,294.78992,46.509449,2128137882650951680,707661395,294.789843402296,46.50927325484581,2.228730543490802,0.045470662,49.014694,-7.470566497144569,0.0532958,-25.803889736869102,0.060915828,31,,,0,0,1.0110513,1610.4048,16.869358,113.971,17.971281,362.0305,15.832984,1.3561996,2.138297,,,16959,,,,NOT_AVAILABLE,79.47073897574127,11.781931590031242,False,False,0,True,False,False,False,False,True,True,False,3813.614,4.7104,0.0194,410.9684,0.4334,0.2488,0.6605335201884587,0.23077367441555238,True,2MASS J19390958+4630338,17.421,3475,104,-125,PHO54,4.829,0.119,-0.051,PHO54,0.18,0.2,-0.3,PHO54,0.417,0.061,-0.114,0.428,0.068,-0.127,DSEP,0,0,0,14.481,13.844,13.609,none,-0.5516419372558587,,,,,,,,,,,,,0.00569256085374507
961,9778515,295.00787,46.520569,2080471506667028224,1212931482,295.0079232830322,46.52064822854077,1.149301704164644,0.045057133,25.507654,7.07528032520932,0.056971367,12.64180879889803,0.05910968,31,,,0,0,0.9646229,1570.8622,16.972677,93.096725,17.98532,341.93042,15.97386,1.3415536,2.0114594,,,16959,,,,NOT_AVAILABLE,79.5512673374805,11.653734343023867,False,False,0,True,False,False,False,False,True,True,False,3988.8413,4.4887,-0.1003,658.6021,0.4885,0.2722,0.314282054488526,0.08505411745257772,True,2MASS J19400188+4631140,16.973,3577,64,-71,PHO2,4.949,0.05,-0.05,PHO2,-0.4,0.1,-0.1,PHO2,0.327,0.043,-0.043,0.347,0.043,-0.057,DSEP,0,0,0,14.66,13.97,13.832,none,-0.0003227691650380393,,,,,,,,,,,,,0.0020542079669165396
962,9786877,297.74109,46.50695,2080286724294223360,1516198029,297.74108646748255,46.506951299446335,3.73080405524137,0.027370542,136.30727,0.03965451738163822,0.032406267,1.6048372490849672,0.03625527,31,,,0,0,1.6466881,2444.3865,15.156788,342.87695,16.239653,885.024,14.124789,1.3564582,2.1148634,-23.88193,4.4957457,14,4.0251737,,,VARIABLE,80.44496227853045,9.990251560186856,False,False,0,True,False,False,True,False,False,True,False,,,,,,,0.009924415178425953,0.02300200686125636,True,2MASS J19505785+4630250,15.176,3560,63,-63,PHO2,4.908,0.045,-0.04,PHO2,-0.3,0.1,-0.1,PHO2,0.349,0.036,-0.04,0.36,0.044,-0.049,DSEP,0,0,2,12.788,12.131,11.944,none,-0.01921212768554703,9786877.0,3567.0,4.91,0.3782,11.17,0.45,11253.89,0.887,0.4919,1.0,---,1.0,
963,9788210,298.12146,46.551647,2085538197988471552,1181698694,298.1218856953691,46.552004143304,7.108654962438483,0.0143298,496.07495,81.8325151072703,0.016872697,97.86215183692451,0.015640888,31,,,1,0,1.046243,3624.658,14.082614,814.61615,15.055571,1506.2072,13.104895,1.3318526,1.950676,-70.496895,2.4696846,17,10.150166,,,NOT_AVAILABLE,80.61487564107097,9.783744329616182,False,False,0,True,True,False,False,False,False,True,False,,,,,,,1.6624590290777301,0.3790392602825147,True,2MASS J19522911+4633055,14.501,3699,111,-122,PHO54,4.891,0.114,-0.076,PHO54,-0.58,0.3,-0.3,PHO54,0.365,0.072,-0.088,0.377,0.071,-0.107,DSEP,0,0,0,11.823,11.231,11.034,none,-0.4183860549926752,,,,,,,,,,,,,
964,9788227,298.12567,46.549629,2085538197988473472,1223063639,298.1262258602052,46.55010796333555,7.096851276984005,0.017716032,400.58923,82.07135009966873,0.021793785,98.3691759323243,0.019270184,31,,,0,0,1.1044999,3185.1492,14.505508,861.1162,15.572283,1657.6674,13.480416,1.3535469,2.0918665,-69.91336,2.9133475,18,7.989455,,,NOT_AVAILABLE,80.61468582885036,9.78021313486546,False,False,0,True,True,False,False,False,False,True,False,,,,,,,2.206133980758843,0.16306247655216488,True,2MASS J19523015+4632586,14.511,3655,43,-49,PHO2,4.806,0.033,-0.027,PHO2,-0.1,0.1,-0.1,PHO2,0.446,0.026,-0.032,0.465,0.025,-0.031,DSEP,0,0,0,12.146,11.556,11.34,none,-0.005491577148436733,9788227.0,3643.0,4.82,0.4059,,,,,,1.0,,2.0,
965,9791400,299.03363,46.576771,2085503941328913664,997874953,299.03362885584625,46.576299686920514,6.110167257336853,0.028028067,218.00174,1.8301346332648833,0.03268235,-109.70734155097787,0.031792875,31,,,0,0,1.3561229,2770.2678,15.2165575,319.1902,16.47778,1062.423,14.104031,1.3997725,2.3737488,-45.5357,6.468968,17,4.3806744,,,NOT_AVAILABLE,80.95115788740547,9.251251737566106,False,False,0,True,False,False,False,False,True,True,False,3564.1868,4.6005,-0.3265,163.044,0.4019,0.2452,1.6967294484341437,0.06680689358608216,True,2MASS J19560807+4634363,15.246,3422,44,-41,PHO2,4.914,0.042,-0.031,PHO2,0.0,0.1,-0.1,PHO2,0.334,0.034,-0.034,0.334,0.041,-0.037,DSEP,0,0,0,12.645,12.093,11.875,none,-0.02944249725341841,9791400.0,3415.0,4.91,0.3247,,,,,,1.0,,2.0,
966,9812929,281.97247,46.61034,2119146213993386752,201264623,281.9726241800059,46.61039404355674,5.273634477646687,0.024760826,212.98299,16.696255233268857,0.030843314,10.465496519720045,0.028971445,31,,,0,0,0.97851086,2252.5103,15.6139145,189.57327,16.810698,920.4585,14.533224,1.3797607,2.2774734,,,16959,,,,NOT_AVAILABLE,75.99367906138552,19.927208266096574,False,False,0,True,False,False,False,False,False,True,False,,,,,,,0.4280620864651052,0.11732832508486374,True,2MASS J18475339+4636372,15.666,3567,48,-48,PHO2,4.821,0.039,-0.028,PHO2,0.0,0.1,-0.1,PHO2,0.425,0.031,-0.034,0.437,0.033,-0.033,DSEP,0,0,0,13.162,12.485,12.284,none,-0.05208551025390662,9812929.0,3555.0,4.82,0.3739,26.065,0.203,5981.8,0.879,0.5359,1.0,---,1.0,0.03276089910832196
967,9818472,285.30099,46.605202,2107313098057988608,339014756,285.3009127946219,46.60510749474699,4.215760847886848,0.023673488,178.0794,-11.2204920023513,0.031207217,-16.28689835352776,0.02997798,31,,,0,0,1.0544423,2823.744,15.465045,332.64743,16.56308,778.1933,14.423563,1.3622997,2.1395168,-29.56346,9.701459,19,3.8004973,,,NOT_AVAILABLE,76.81047920839238,17.775484935242652,False,False,0,True,False,False,False,False,True,True,False,3795.1182,4.6318,0.0235,236.1232,0.3904,0.2257,0.3901422800862941,0.08044429334863994,True,2MASS J19011223+4636187,15.516,3537,70,-70,PHO2,4.897,0.049,-0.04,PHO2,-0.2,0.1,-0.1,PHO2,0.358,0.039,-0.044,0.37,0.046,-0.056,DSEP,0,0,0,13.104,12.438,12.227,none,-0.050955024719238295,9818472.0,3556.0,4.88,0.3743,26.791,0.361,5037.43,0.618,0.387,1.0,---,1.0,0.003542404575027956
968,9823519,288.25058,46.679611,2130405728459739520,1493168393,288.2506117334665,46.679481290757444,2.956441419320664,0.034516893,85.652016,3.771486982617632,0.041616682,-24.61747055997788,0.04257183,31,,,0,0,1.0505414,2093.6252,16.212677,144.29076,17.201466,531.38275,15.224146,1.3379341,1.9773197,,,16959,,,,NOT_AVAILABLE,77.67235363408996,15.924587945648954,False,False,0,True,False,False,False,False,True,True,False,3927.4873,4.7134,-0.2172,327.9239,0.4546,0.2524,0.4734854310496013,0.0752661964878298,True,2MASS J19130013+4640465,16.283,3698,66,-73,PHO2,4.81,0.055,-0.045,PHO2,-0.2,0.2,-0.2,PHO2,0.444,0.043,-0.053,0.464,0.042,-0.055,DSEP,2,2,2,13.989,13.338,13.122,conf,-0.07032299804687625,,,,,,,,,,,,,0.0065859304140190615
969,9825237,289.23639,46.644032,2127752847421210368,239916257,289.23651535220415,46.64404278856867,3.580285602675647,0.027556024,129.9275,17.167826846167426,0.034824084,-0.04548226560593816,0.035495598,31,,,1,0,1.0529069,2408.4053,15.603936,173.55457,16.6609,828.8183,14.577082,1.3577688,2.0838184,,,16959,,,,NOT_AVAILABLE,77.91520226173962,15.288686154413412,False,False,0,True,False,False,False,False,True,True,False,3868.2275,4.6094,0.0933,277.0069,0.4082,0.2344,0.3122334700118188,0.05290687232950683,True,2MASS J19165673+4638385,15.671,3585,50,-65,PHO2,4.868,0.042,-0.035,PHO2,-0.2,0.1,-0.1,PHO2,0.388,0.032,-0.039,0.406,0.034,-0.047,DSEP,0,0,0,13.268,12.619,12.417,none,-0.06706380462646422,9825237.0,3584.0,4.87,0.3844,42.579,1.201,3536.94,0.643,0.39,1.0,---,1.0,0.006145537106858968
970,9825598,289.4205,46.665817,2127775593568791936,549346074,289.42054646907053,46.66580880244918,8.493649320598866,0.478787,17.739933,3.037365935974598,0.5262006,13.451700957467928,0.6474001,95,1.348507,0.11505894,64,0,24.812052,291.48917,14.363672,280.07895,15.002056,501.7847,12.987544,1.8978986,2.014512,,,16959,,,,NOT_AVAILABLE,77.98824029043817,15.181617871576027,False,False,0,True,True,False,False,False,False,True,False,,,,,,,0.11853466672126128,0.2535348522249724,True,2MASS J19174091+4639569,13.414,3614,107,-118,PHO54,4.917,0.104,-0.085,PHO54,-0.48,0.3,-0.3,PHO54,0.34,0.074,-0.082,0.348,0.082,-0.101,DSEP,0,0,4,11.654,11.012,10.831,none,0.9496722564697269,,,,,,,,,,,,,0.014788590375297384
971,9826375,289.83707,46.619179,2127719690273301760,1467723281,289.8371027898341,46.61921929109654,1.7780231067088565,0.04622913,38.461098,5.706328566264649,0.05261465,6.746238864980519,0.05591072,31,,,2,0,1.0450107,1428.5303,16.897625,78.20755,17.946363,364.40594,15.882728,1.3479807,2.0636358,,,16959,,,,NOT_AVAILABLE,78.06347495324012,14.901119513751434,False,False,0,True,False,False,False,False,True,True,False,3871.4058,4.5697,-0.0081,530.5012,0.457,0.2585,0.1661699505347693,0.03849075610762638,True,2MASS J19192089+4637090,16.96,3506,56,-56,PHO2,5.03,0.036,-0.054,PHO2,-0.5,0.1,-0.1,PHO2,0.26,0.039,-0.029,0.264,0.042,-0.042,DSEP,0,0,0,14.562,13.97,13.616,none,-0.06237503051757898,,,,,,,,,,,,,0.008271077743280399
